date,precio_btc,usd_invertido,equity_usd
2022-12-21,16817.53515625,72000.0,40052.95622384095
2022-12-22,16830.341796875,72000.0,40083.45675864358
2022-12-23,16796.953125,72000.0,40003.93767332241
2022-12-24,16847.755859375,72000.0,40124.93041554463
2022-12-25,16841.986328125,72000.0,40111.18959202672
2022-12-26,16919.8046875,72000.0,40296.52325195367
2022-12-27,16717.173828125,72000.0,39813.933807975016
2022-12-28,16552.572265625,72000.0,39421.91564859937
2022-12-29,16642.341796875,72000.0,39635.71244295629
2022-12-30,16602.5859375,72000.0,39541.02914481576
2022-12-31,16547.49609375,72000.0,39409.8261427351
2023-01-01,16625.080078125,74000.0,41601.91865815057
2023-01-02,16688.470703125,74000.0,41760.54475874958
2023-01-03,16679.857421875,74000.0,41738.99123694647
2023-01-04,16863.23828125,74000.0,42197.875979716446
2023-01-05,16836.736328125,74000.0,42131.55857895763
2023-01-06,16951.96875,74000.0,42419.91146622782
2023-01-07,16955.078125,74000.0,42427.69223872454
2023-01-08,17091.14453125,74000.0,42768.17923417472
2023-01-09,17196.5546875,74000.0,43031.95328671751
2023-01-10,17446.29296875,74000.0,43656.88812092978
2023-01-11,17934.896484375,74000.0,44879.54952271535
2023-01-12,18869.587890625,74000.0,47218.482969685574
2023-01-13,19909.57421875,74000.0,49820.90211142389
2023-01-14,20976.298828125,74000.0,52490.23003173014
2023-01-15,20880.798828125,76000.0,54240.04593519986
2023-01-16,21169.6328125,76000.0,54990.32223971774
2023-01-17,21161.51953125,76000.0,54969.24714813204
2023-01-18,20688.78125,76000.0,53741.26031192967
2023-01-19,21086.79296875,76000.0,54775.137132708674
2023-01-20,22676.552734375,76000.0,58904.70341143209
2023-01-21,22777.625,76000.0,59167.24912988855
2023-01-22,22720.416015625,76000.0,59018.64284494956
2023-01-23,22934.431640625,76000.0,59574.57068211712
2023-01-24,22636.46875,76000.0,58800.58109448139
2023-01-25,23117.859375,76000.0,60051.04329315961
2023-01-26,23032.77734375,76000.0,59830.03387099879
2023-01-27,23078.728515625,76000.0,59949.396817492925
2023-01-28,23031.08984375,76000.0,59825.65041429921
2023-01-29,23774.56640625,76000.0,61756.908084739865
2023-01-30,22840.138671875,76000.0,59329.63489213778
2023-01-31,23139.283203125,76000.0,60106.69391415226
2023-02-01,23723.76953125,78000.0,63673.55449855074
2023-02-02,23471.87109375,78000.0,62997.47016603653
2023-02-03,23449.322265625,78000.0,62936.95010262062
2023-02-04,23331.84765625,78000.0,62621.653415372755
2023-02-05,22955.666015625,78000.0,61611.99842929904
2023-02-06,22760.109375,78000.0,61087.133002749215
2023-02-07,23264.291015625,78000.0,62440.3343618004
2023-02-08,22939.3984375,78000.0,61568.336964752394
2023-02-09,21819.0390625,78000.0,58561.341654498
2023-02-10,21651.18359375,78000.0,58110.82495548631
2023-02-11,21870.875,78000.0,58700.46703198247
2023-02-12,21788.203125,78000.0,58478.57935383015
2023-02-13,21808.1015625,78000.0,58531.985885322676
2023-02-14,22220.8046875,78000.0,59639.66292993377
2023-02-15,24307.841796875,80000.0,67426.85777666965
2023-02-16,23623.474609375,80000.0,65528.51034606747
2023-02-17,24565.6015625,80000.0,68141.85054330758
2023-02-18,24641.27734375,80000.0,68351.7655239184
2023-02-19,24327.642578125,80000.0,67481.78262241973
2023-02-20,24829.1484375,80000.0,68872.8960144195
2023-02-21,24436.353515625,80000.0,67783.33291976136
2023-02-22,24188.84375,80000.0,67096.77234788536
2023-02-23,23947.4921875,80000.0,66427.29384729068
2023-02-24,23198.126953125,80000.0,64348.65011152803
2023-02-25,23175.375,80000.0,64285.539090799815
2023-02-26,23561.212890625,80000.0,65355.804266680905
2023-02-27,23522.87109375,80000.0,65249.44900460556
2023-02-28,23147.353515625,80000.0,64207.81106140778
2023-03-01,23646.55078125,82000.0,67633.29440936472
